pathway	gene1	gene2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTM5	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTO2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	CYP1A1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	CYP1A2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	CYP2B6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	CYP2E1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	CYP2F1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTA5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTA1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTA2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTA3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTA4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTM1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTM2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTM3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTM4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTM5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTP1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTT1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTT2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTZ1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	CYP2S1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTK1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	MGST1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	MGST2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	MGST3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTP1	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTO2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	CYP1A1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	CYP1A2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	CYP2B6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	CYP2E1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	CYP2F1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTA5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTA1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTA2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTA3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTA4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTM1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTM2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTM3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTM4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTM5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTP1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTT1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTT2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTZ1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	CYP2S1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTK1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	MGST1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	MGST2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	MGST3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT1	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTO2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	CYP1A1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	CYP1A2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	CYP2B6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	CYP2E1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	CYP2F1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTA5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTA1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTA2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTA3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTA4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTM1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTM2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTM3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTM4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTM5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTP1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTT1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTT2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTZ1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	CYP2S1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTK1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	MGST1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	MGST2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	MGST3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTT2	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTO2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	CYP1A1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	CYP1A2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	CYP2B6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	CYP2E1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	CYP2F1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTA5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTA1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTA2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTA3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTA4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTM1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTM2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTM3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTM4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTM5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTP1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTT1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTT2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTZ1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	CYP2S1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTK1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	MGST1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	MGST2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	MGST3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTZ1	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	CYP2S1	AKR1C4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	CYP2S1	AKR1C1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	CYP2S1	AKR1C2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	CYP2S1	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	CYP2S1	DHDH
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	CYP2S1	AKR1C3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTO2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	CYP1A1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	CYP1A2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	CYP2B6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	CYP2E1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	CYP2F1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTA5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTA1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTA2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTA3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTA4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTM1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTM2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTM3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTM4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTM5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTP1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTT1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTT2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTZ1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	CYP2S1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTK1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	MGST1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	MGST2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	MGST3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	GSTK1	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTO2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	CYP1A1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	CYP1A2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	CYP2B6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	CYP2E1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	CYP2F1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTA5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTA1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTA2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTA3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTA4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTM1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTM2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTM3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTM4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTM5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTP1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTT1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTT2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTZ1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	CYP2S1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTK1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	MGST1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	MGST2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	MGST3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST1	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTO2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	CYP1A1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	CYP1A2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	CYP2B6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	CYP2E1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	CYP2F1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTA5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTA1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTA2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTA3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTA4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTM1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTM2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTM3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTM4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTM5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTP1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTT1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTT2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTZ1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	CYP2S1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTK1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	MGST1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	MGST2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	MGST3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST2	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTO2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	CYP1A1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	CYP1A2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	CYP2B6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	CYP2E1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	CYP2F1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	EPHX1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTA5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTA1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTA2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTA3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTA4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTM1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTM2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTM3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTM4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTM5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTP1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTT1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTT2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTZ1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	CYP2S1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTK1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	MGST1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	MGST2
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	MGST3
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	MGST3	GSTO1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT2B28	ADH1A
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT2B28	ADH1B
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT2B28	ADH1C
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT2B28	ADH4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT2B28	ADH5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT2B28	ADH6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT2B28	ADH7
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A10	ADH1A
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A10	ADH1B
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A10	ADH1C
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A10	ADH4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A10	ADH5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A10	ADH6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A10	ADH7
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A8	ADH1A
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A8	ADH1B
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A8	ADH1C
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A8	ADH4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A8	ADH5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A8	ADH6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A8	ADH7
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A7	ADH1A
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A7	ADH1B
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A7	ADH1C
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A7	ADH4
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A7	ADH5
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A7	ADH6
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A7	ADH7
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	UGT1A6	ADH1A
